file_name,compressed_size,decompressed_size,estimated_value,compression_type,decompression_time,estimation_time,origin
6e839499_OUTCAR.gz,1502190,5842687,,,0.0356631278991699,,mdf
7723066f_OUTCAR.gz,1742239,7098891,,,0.0422689914703369,,mdf
f11960f4_OUTCAR.gz,1721033,7020135,,,0.0419299602508544,,mdf
be8a9117_OUTCAR.gz,1517873,5900214,,,0.0360910892486572,,mdf
99e24c18_OUTCAR.gz,1516996,5903163,,,0.0361452102661132,,mdf
42d060db_OUTCAR.gz,1609400,6646236,,,0.0388410091400146,,mdf
2a02eeb4_OUTCAR.gz,1611863,6657897,,,0.0390946865081787,,mdf
eb90eef5_OUTCAR.gz,27,0,,,0.0001251697540283,,mdf
9e1ab35d_OUTCAR.gz,1695746,6938130,,,0.0412302017211914,,mdf
b10d8f0b_OUTCAR.gz,1687130,6938459,,,0.0410354137420654,,mdf
f872900e_disp.tar.gz,1669367,12267520,,,0.0577223300933837,,mdf
6b799b86_OUTCAR.gz,1719845,7015720,,,0.0421352386474609,,mdf
05a70d57_OUTCAR.gz,1701988,6939470,,,0.0411465167999267,,mdf
20038f10_OUTCAR.gz,1678001,6885405,,,0.0405566692352294,,mdf
d9a04395_OUTCAR.gz,1531298,5958318,,,0.0363299846649169,,mdf
4311e38c_OUTCAR.gz,1633913,6230628,,,0.0382606983184814,,mdf
b60b44a8_OUTCAR.gz,1696088,6940166,,,0.0410141944885253,,mdf
be74e91e_OUTCAR.gz,1723950,7017428,,,0.0416913032531738,,mdf
0b742ec2_OUTCAR.gz,1744831,7092269,,,0.0422852039337158,,mdf
f097bc3a_OUTCAR.gz,1611469,6652029,,,0.0389473438262939,,mdf
7d763135_OUTCAR.gz,1697694,6941367,,,0.041003942489624,,mdf
6c828181_OUTCAR.gz,1501828,5847172,,,0.0355839729309082,,mdf
